co_code|company_name|owner_code|owner_gp_name|co_industry_gp_code|co_industry_name|incorporation_year|nse_symbol|bse_scrip_id
200675|K C D INDUSTRIES INDIA LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|KCDGROUP
200693|RUCHIRA PAPERS LTD.|020102000000|Private (Indian)|0101015001050000|Paper & newsprint|1980|RUCHIRA|RUCHIRA
200734|RUDRA POLYFAB LTD.|020102000000|Private (Indian)|0101011515000000|Textile processing|1987|NA|BARODA DYE.
200740|RUDRABHISHEK ENTERPRISES LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1992|REPL|NA
200791|DATIWARE MARITIME INFRA LTD.|020102000000|Private (Indian)|0101011101702000|Marine foods|1992|NA|DATIWARE
200927|RUNEECHA TEXTILES LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1986|NA|RUNEECHA
200945|RUNGTA IRRIGATION LTD.|020102000000|Private (Indian)|0101014050000000|Diversified machinery|1986|NA|RUNGTAIR
200979|RUPA & CO. LTD.|020102000000|Private (Indian)|0101011520000000|Readymade garments|1985|RUPA|RUPA
201011|RUPAL CHEMICAL INDS. LTD. [MERGED]|020101030118|Alchemie Group|0101012030000000|Drugs & pharmaceuticals|1979|NA|RUPAL CHEMIC
201018|RUPAL LAMINATES LTD.|020102000000|Private (Indian)|0101012045010000|Plastic tubes, pipes, fittings & sheets|1991|NA|RUPALAM
201042|RUPANGI IMPEX LTD.|020102000000|Private (Indian)|0101012035000000|Organic chemicals|1989|RUPANGIMPX|RUPANGI IMP.
201111|R E C LTD.|010101000000|Central Govt. - Commercial Enterprises|0102030700000000|Infrastructure finance services|1969|RECLTD|RECLTD
201142|RUSHABH CAPITAL & FINANCIAL SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1990|NA|RUSHABH CAP.
201158|RUSHABH PRECISION BEARINGS LTD.|020102000000|Private (Indian)|0101014001010000|General purpose machinery|1989|RUSHABEAR|RUPEBAR
201184|RUSHIL DECOR LTD.|020102000000|Private (Indian)|0101013035000000|Wood & wood products|1993|RUSHIL|RUSHIL
201201|RUSODAY TRADING & FINANCE LTD.|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1985|NA|RUSODAY
201202|RUSODAY SECURITIES LTD.|020102000000|Private (Indian)|0102050100000000|Securities broking|1994|NA|RUSODAY SEC.
201243|RUSTON & HORNSBY (INDIA) LTD. [MERGED]|020101010400|Thapar Group|0101014001300000|Engines|1939|NA|RUSTON HORNS
201257|PAZEL INTERNATIONAL LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1980|NA|PAZEL
201263|RUTTONSHA INTERNATIONAL RECTIFIER LTD.|020202010000|NRI|0101014010900000|Other electronics|1969|NA|RIR
201348|S & S INDUSTRIES & ENTERPRISES LTD.|020101031118|WS Industries Group|0101043500000000|Diversified non-financial services|1990|S&SIND|SSIND-B1
201358|S & S POWER SWITCHGEAR LTD.|020101030524|Jalan Sushil Group|0101043500000000|Diversified non-financial services|1975|S&SPOWER|S&SPOWER
201371|PITTSBURGH IRON & STEELS LTD.|020102000000|Private (Indian)|0101011520000000|Readymade garments|1995|NA|PITTSIRON
201391|S A B INDUSTRIES LTD.|020101030974|Steel Strips Group|0102040000000000|Other fund based financial services|1983|NA|SAB
201554|S B & T INTERNATIONAL LTD.|020101030929|SB&T International Group|0101012520000000|Gems & jewellery|1986|SB&TINTL|SB&TINTL
201607|S B E C SUGAR LTD.|020101010806|Modi Umesh Kumar Group|0101011101150000|Sugar|1991|NA|SBECSUG
201609|S B E C SYSTEMS (INDIA) LTD.|020101010806|Modi Umesh Kumar Group|0102040000000000|Other fund based financial services|1987|NA|SBECSYS
201637|S B I CARDS & PAYMENT SERVICES LTD.|010101770000|State Bank of India Group|0102040000000000|Other fund based financial services|1998|SBICARD|SBICARD
201642|S B I HOME FINANCE LTD.|010101770000|State Bank of India Group|0102030400000000|Housing finance services|1987|SBIHOMEFIN|SBIHOMEFIN
201643|S B I LIFE INSURANCE CO. LTD.|010101770000|State Bank of India Group|0102040000000000|Other fund based financial services|2000|SBILIFE|SBILIFE
201731|S B L INDUSTRIES LTD.|020101011203|DCM Group|0101014001010000|General purpose machinery|1960|NA|SHBEREN
201960|S C I C I LTD. [MERGED]|020101030549|I.C.I.C.I. Group|0102200000000000|Diversified financial services|1986|SCICI|NA
202070|S CHAND & CO. LTD.|020102000000|Private (Indian)|0101012510000000|Books & cards|1970|SCHAND|SCHAND
202150|INSTA FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1990|NA|INSTAF
202308|PAISALO DIGITAL LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1992|PAISALO|PAISALO
202323|S E R INDUSTRIES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1963|NA|SERIND
202349|S F L INDUSTRIES LTD.|020102000000|Private (Indian)|0101012015000000|Fertilisers|1987|NA|SHVFERT
202369|NETWORK18 MEDIA & INVST. LTD.|020101010301|Reliance Group [Mukesh Ambani]|0101041510000000|Business services & consultancy|1996|NETWORK18|NETWORK18
202427|S G GLOBAL EXPORTS LTD.|020101031030|Tinna Group|0102040000000000|Other fund based financial services|1995|NA|SGLOBEX
202481|S G N TELECOMS LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1986|NA|SGNTE
202623|S H KELKAR & CO. LTD.|020102000000|Private (Indian)|0101012501000000|Cosmetics, toiletries, soaps & detergents|1955|SHK|SHK
202681|S I CAPITAL & FINANCIAL SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|SICAPIT
202686|C M X HOLDINGS LTD.|020101011204|Shriram Industrial Enterprises Group|0102040000000000|Other fund based financial services|1990|NA|SIELFNS
202690|MAWANA SUGARS LTD.|020101011204|Shriram Industrial Enterprises Group|0101011101150000|Sugar|1961|MAWANASUG|MAWANASUG
202720|S I P INDUSTRIES LTD.|020102000000|Private (Indian)|0101011110000000|Floriculture|1986|NA|SIPIND
202725|S I PROPERTY DEVELOPMENT LTD.|020101030927|S I Property Development Group|0101060101000000|Housing construction|1974|NA|SI.PROP.DEV.
202737|S I V INDUSTRIES LTD.|020101020427|Shapoorji Pallonji Group|0101011510000000|Man-made filaments & fibres|1957|SIVIND|SIV INDUST.
202757|S J B TUBES & SECTIONS LTD.|020102000000|Private (Indian)|0101013501200000|Steel pipes & tubes|1992|NA|SJB TUBES
202815|S J S ENTERPRISES LTD.|020102000000|Private (Indian)|0101015001100000|Paper products|2005|SJS|SJS
203025|S K F INDIA LTD.|020201021200|SKF (F) Group|0101014001010000|General purpose machinery|1961|SKFINDIA|SKFINDIA
203066|S K G SOLVEX LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1982|NA|SKG SOLVEX
203198|S K M EGG PRODUCTS EXPORT (INDIA) LTD.|020102000000|Private (Indian)|0101011101702500|Poultry & meat products|1995|SKMEGGPROD|SKMEGGPROD
203257|S K N INDUSTRIES LTD.|020102000000|Private (Indian)|0101014010900000|Other electronics|1992|NA|SKN IND.LTD.
203288|S K P SECURITIES LTD.|020102000000|Private (Indian)|0102050100000000|Securities broking|1990|NA|SKPSEC
203324|S K R CHEMICALS LTD.|020102000000|Private (Indian)|0101012090000000|Other chemical products|1991|NA|SKR CHEMICAL
203362|ARCOTECH LTD.|020102000000|Private (Indian)|0101013505900000|Other non-ferrous metals & metal products|1981|ARCOTECH|ARCOTECH
203579|S KUMARS NATIONWIDE LTD.|020101030928|S. Kumars Group|0101011505000000|Cloth|1990|SKUMARSYNF|SKUMARN
203580|S KUMARS ONLINE LTD.|020101030928|S. Kumars Group|0101041510000000|Business services & consultancy|1999|NA|SKUMAR
203640|S L M-MANEKLAL INDS. LTD.|020102000000|Private (Indian)|0101016000000000|Diversified manufacturing|1961|NA|SLM MANEKLAL
203743|S M C CREDITS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1992|NA|SMCREDT
203745|S M C GLOBAL SECURITIES LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1994|SMCGLOBAL|SMCGLOBAL
203786|S M DYECHEM LTD.|020101020403|SM Dyechem Group|0102040000000000|Other fund based financial services|1982|SMDYECHEM|SMDYECH
203793|S M ENERGY TEKNIK & ELECTRONICS LTD.|020101020403|SM Dyechem Group|0101041510000000|Business services & consultancy|1982|NA|SMENER
203799|S M FINANCE LTD.|020101020403|SM Dyechem Group|0102031500000000|Other asset financing services|1984|SMFINANC|SM FINANCE
203844|S M I F S CAPITAL MARKETS LTD.|020101030957|SMIFS Group|0102059000000000|Other fee based financial services|1983|NA|SMIFS
203853|S M INDUSTRIAL MKTG. LTD.|020101020403|SM Dyechem Group|NA|NA|1982|NA|NA
203957|SANMIT INFRA LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|2000|NA|SANINFRA
203974|S M S PHARMACEUTICALS LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1987|SMSPHARMA|SMSPHARMA
204042|S M Z S CHEMICALS LTD.|020101020403|SM Dyechem Group|0101040401000000|Wholesale trading|1919|SMZSCHEM|SMZS
204231|S N L BEARINGS LTD.|020102000000|Private (Indian)|0101014001010000|General purpose machinery|1979|NA|SNL
204304|S N S LEASINGS LTD.|020102000000|Private (Indian)|NA|NA|NA|NA|NA
204371|S O L LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1991|NA|SOL LIMITED
204373|S O L PHARMACEUTICALS LTD.|020101030930|SOL Group|0101012030000000|Drugs & pharmaceuticals|1983|SOLPHARMA|SOL.PHARMA.
204381|S P A CAPITAL SERVICES LTD.|020102000000|Private (Indian)|0102050100000000|Securities broking|1984|NA|SPACAPS
204420|S P B L LTD. [MERGED]|020101030937|Sangam (R.P.Soni) Group|0101011505000000|Cloth|1984|NA|SPBL
204439|S P CAPITAL FINANCING LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1983|NA|SPCAPIT
204448|SHREE GANESH BIO-TECH (INDIA) LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1982|NA|SHREEGANES
204472|S P E L SEMICONDUCTOR LTD.|020101011400|Chidambaram M.A. Group|0101014010900000|Other electronics|1984|SPICELEC|SPELS
204548|S P L INDUSTRIES LTD. (DELHI)|020102000000|Private (Indian)|0101011520000000|Readymade garments|1991|SPLIL|SPLIL
204549|S P L TECHNO CHEM LTD.|020101030127|Akar Laminators Group|0101012045100000|Plastic packaging goods|1984|NA|SPLTECHNO
204550|SOMANY CERAMICS LTD.|020101020439|Somany Enterprises Group|0101040401000000|Wholesale trading|1968|SOMANYCERA|SOMANYCERA
204555|TIRUPATI INKS LTD.|020102000000|Private (Indian)|0101012025000000|Dyes & pigments|1984|NA|TIRUPATIINK
204645|S P S INTERNATIONAL LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1993|NA|SPSINT
204744|S Q L STAR INTL. LTD.|020101030977|SQL Star Group|0101040801000000|Computer software|1987|NA|SQL
204843|S R E I INFRASTRUCTURE FINANCE LTD.|020101030969|Srei International Group|0102059000000000|Other fee based financial services|1985|SREINFRA|SREINFRA
204853|KAMA HOLDINGS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|2000|NA|KAMAHOLD
204866|S R F LTD.|020102000000|Private (Indian)|0101012090000000|Other chemical products|1970|SRF|SRF
204888|S R G HOUSING FINANCE LTD.|020102000000|Private (Indian)|0102030400000000|Housing finance services|1999|NA|SRGHFL
204890|PAN INDIA CORPN. LTD.|020101030979|S R G Infotec Group|0102040000000000|Other fund based financial services|1984|SRGINFOTEC|PANINDIAC
204896|S R G SECURITIES FINANCE LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|NA|SRGSFL
204910|S R H SYNTHETICS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1994|NA|SRHSYNT
204920|S R INDUSTRIES LTD.|020102000000|Private (Indian)|0101012505010000|Footwear|1989|NA|SRIND
205045|JATALIA GLOBAL VENTURES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1987|NA|JATALIA
205053|S R P INDUSTRIES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1984|NA|SRP IND.
205054|S R P L LTD.|020102000000|Private (Indian)|0101012045010000|Plastic tubes, pipes, fittings & sheets|1988|NA|SRPL LTD.
205330|S S F LTD.|020101030927|S I Property Development Group|0101011101702000|Marine foods|1968|NA|SOUTH.SEAFOO
205340|S S FORGINGS & ENGG. LTD.|020101030990|Suresh Sharma Group|0101040401000000|Wholesale trading|1994|NA|SSFORMT
205370|P V P VENTURES LTD.|020101030877|P V P Group|0101060209000000|Other construction & allied activities|1991|PVP|PVP
205408|S S K FISCAL SERVICES LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1990|NA|SSK FISCAL
205458|S S M MILLS LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1993|NA|SSM MILLS LT
205493|OXYGENTA PHARMACEUTICAL LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1990|NA|OXYGENTAPH
205499|S S P POLYMER INDS. LTD.|020102000000|Private (Indian)|0101012040000000|Polymers|1995|NA|SSP POLYMER
205752|GLOBAL STONE INDIA LTD.|020101030972|Steel Tubes of India Group|0101013025000000|Granite|1985|NA|STIGRAN
205753|S T I INDIA LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1984|STINDIA|STINDIA
205759|S T I PRODUCTS INDIA LTD.|020101030972|Steel Tubes of India Group|0101013501200000|Steel pipes & tubes|1987|NA|STIPROD
205789|S T SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1989|NA|STSERV
205827|S U L INDIA LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1980|NA|SUL INDIA
205838|S V A INDIA LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1981|NA|SVAINDIA
205859|S V C INDUSTRIES LTD.|020101030104|ATV Group|0101041510000000|Business services & consultancy|1989|ATVPETRO|SVCIND
205872|WE INTERNET LTD.|020102000000|Private (Indian)|0101040601000000|Telecommunication services|1980|NIVINFRA|NIVINFRA
206013|S V TRADING & AGENCIES LTD.|020101020354|Parijat Group|0102040000000000|Other fund based financial services|1980|NA|ZSVTRADI
206084|S Y P AGRO FOODS LTD.|020102000000|Private (Indian)|0101011150000000|Other agricultural products|1989|NA|SYPAGFD
206167|STERLING WEBNET LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|NA|STERWEB
206180|SAATAL KATTHA & CHEMICALS LTD.|020102000000|Private (Indian)|0101012025000000|Dyes & pigments|1979|NA|SATALMS
206296|SABERO ORGANICS GUJARAT LTD. [MERGED]|020101011900|Murugappa Chettiar Group|0101012020000000|Pesticides|1991|SABERORGAN|SABERORGAN
206353|SABOO BROTHERS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1979|NA|SABOOBR
206380|SABOO SODIUM CHLORO LTD.|020102000000|Private (Indian)|0101011101701000|Processed foods|1993|NA|SABOOSOD
206396|SABRIMALA INDUSTRIES INDIA LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1984|NA|SIIL
206489|SACHETA METALS LTD.|020102000000|Private (Indian)|0101012590000000|Other consumer goods|1990|NA|SACHEMT
206660|SADBHAV ENGINEERING LTD.|020102000000|Private (Indian)|0101060203000000|Infrastructural construction|1988|SADBHAV|SADBHAV
206712|SADHANA NITRO CHEM LTD.|020102000000|Private (Indian)|0101012035000000|Organic chemicals|1973|NA|SADHNANIQ
206802|SAFARI INDUSTRIES (INDIA) LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1980|SAFARI|SAFARIND
206862|SAFEPACK POLYMERS LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1985|NA|SAFEPACK
206995|SAGAR APPARELS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|NA|SAGAR APPAR
207006|SAGAR CEMENTS LTD.|020101020363|Priyadarshini Group|0101013001000000|Cement|1981|SAGCEM|SAGCEM
207059|SAGAR INVESTMENTS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1974|NA|SAGAR INV
207062|SAGAR LEASEFIN LTD.|020102000000|Private (Indian)|0102200000000000|Diversified financial services|1994|NA|NA
207097|SAGAR REAL ESTATE DEVELOPERS LTD. [MERGED]|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1992|SAGARESTAT|SAGAR R.EST.
207112|SAGAR SILK INDS. LTD. [MERGED]|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1984|NA|SAGRSLK
207115|SAGAR SOYA PRODUCTS LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1982|NA|SAGRSOY-B
207123|SAGAR SYSTECH LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1984|NA|SAGARSYST
207130|SAGAR TOURIST RESORTS LTD.|020102000000|Private (Indian)|0101040101000000|Hotels & restaurants|1987|NA|SGARRES
207164|SAGARSOFT (INDIA) LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1996|NA|SAGARSOFT
207224|G P PETROLEUMS LTD.|020202000000|Private (Foreign)|0101012050050000|Lubricants, etc.|1983|GULFPETRO|GULFPETRO
207233|SAHA KEIL LTD.|020102000000|Private (Indian)|0101014010900000|Other electronics|1974|NA|SAHA KEIL
207243|J K SUGAR LTD. [MERGED]|020101010502|Hari Shankar Singhania Group|0101011101150000|Sugar|1996|NA|JKSUGAR
207311|SAHARA ONE MEDIA & ENTERTAINMENT LTD.|020101030931|Sahara India Group|0101041520150000|Media-content|1981|NA|SAHARA
207357|SAHAS AGRO LTD.|020102000000|Private (Indian)|0101011150000000|Other agricultural products|1992|NA|SAHAS AGRO
207358|SAHAS CEMENTS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1984|NA|SAHAS CEMENT
207466|BRAND REALTY SERVICES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|NA|TRADEWELL
207502|AGRIMONY COMMODITIES LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1991|NA|AGRIMONY
207617|BEST AGROLIFE LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1992|BESTAGRO|BESTAGRO
207656|SAI BABA INVESTMENT & COMMERCIAL ENTERPRISES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1981|NA|SAIBABA
207681|SAI CAPITAL LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1995|NA|SAICAPI
207754|SAI INDUSTRIES LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1991|NA|SAINDUS
207755|SAI INFO LTD. [MERGED]|020102000000|Private (Indian)|0101041517000000|Education|1996|NA|SAI INFOSRCS
207838|A M S POLYMERS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|AMS
207901|SAI SERVICE PVT. LTD.|020101020404|Sai Service Group|0101040405000000|Retail trading|1985|SAISERVICE|SAISERVQ
207962|SAI TELEVISIONS LTD.|020102000000|Private (Indian)|0101041520050000|Media-broadcasting|1994|SAITELE|NA
207990|MAHAVIR INDUSTRIES LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1989|NA|MAHAVIRIND
208198|SAINIK FINANCE & INDS. LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1991|NA|SAINIK
208224|SAINT-GOBAIN SEKURIT INDIA LTD.|020202000000|Private (Foreign)|0101015003000000|Glass & glassware|1973|NA|SAINTGOBAIN
208391|SAJJAN TEXTILES MILLS LTD.|020102000000|Private (Indian)|0101011505000000|Cloth|1991|NA|SAJJNT
208406|SAKSOFT LTD.|020102000000|Private (Indian)|0101040801000000|Computer software|1999|SAKSOFT|SAKSOFT
208469|SAKET EXTRUSION LTD.|020102000000|Private (Indian)|0101012045010000|Plastic tubes, pipes, fittings & sheets|1992|NA|SAKET EXTRU.
208586|SAKTHI FINANCE LTD.|020101020409|Sakthi Group|0102030100000000|Auto finance services|1955|SAKTHIFIN|SAKTHIFIN
208598|SAKTHI SOYAS LTD. [MERGED]|020101020409|Sakthi Group|0101011101200000|Vegetable oils & products|1986|NA|SAKTHI SOYA
208602|SAKTHI SUGARS LTD.|020101020409|Sakthi Group|0101011101701000|Processed foods|1961|SAKHTISUG|SAKHTISUG
208631|SAKURA SEIMITSU INDIA LTD.|020102000000|Private (Indian)|0101012590000000|Other consumer goods|1996|NA|SAKURA SEIM.
208728|SALEM ERODE INVESTMENTS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1931|NA|SALEM
208743|SALEM TEXTILES LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1964|NA|SALEMTX
208784|SALGUTI INDUSTRIES LTD.|020102000000|Private (Indian)|0101012045100000|Plastic packaging goods|1984|NA|SALGUTI
208835|SALONA COTSPIN LTD.|020102000000|Private (Indian)|0110000000000000|Diversified|1994|SALONA|SALONACOT
208856|V J T F EDUSERVICES LTD.|020101030545|Jiwrajka Group|0101041517000000|Education|1984|NA|VJTFEDU
208858|SALORA INTERNATIONAL LTD.|020101030545|Jiwrajka Group|0101040401000000|Wholesale trading|1968|SALORAINTL|SALORAINTL
208874|SALSTAR FOODS & BEVERAGES LTD.|020102000000|Private (Indian)|0101011101701000|Processed foods|1985|NA|SALSTAR FOOD
208934|SALVIGOR LABORATORIES LTD. [MERGED]|020101030118|Alchemie Group|0101012090000000|Other chemical products|1979|NA|SALVIGOR LABS
208941|SALZER CONTROLS LTD. [MERGED]|020102000000|Private (Indian)|0101014010900000|Other electronics|1991|NA|SALZER CONT.
208942|SALZER ELECTRONICS LTD.|020102000000|Private (Indian)|0101014010900000|Other electronics|1985|SALZERELEC|SALZER
208947|SALZER TEXTILES LTD. [MERGED]|020102000000|Private (Indian)|0101011590000000|Other textiles|2003|NA|SALZER TEXT.
208979|SAM INDUSTRIES LTD.|020102000000|Private (Indian)|0101060209000000|Other construction & allied activities|1994|SAMINDUS|SAMINDUS
208987|OASIS NUTRACEUTICALS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1980|NA|SAMLEPU
209015|SAM-TUL INVESTMENTS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1981|NA|ZSAMTULI
209056|SAMANA STEELS LTD.|020102000000|Private (Indian)|0101013501200000|Steel pipes & tubes|1987|NA|SAMNAST
209159|SAMARTH INTERNATIONAL FINLEASE LTD.|020102000000|Private (Indian)|0102031500000000|Other asset financing services|1994|NA|SAMARTHI
209219|SAMBANDAM SPINNING MILLS LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1973|SAMBANDAM|SAMBANDAM
209427|SAMKRG PISTONS & RINGS LTD.|020102000000|Private (Indian)|0101014502059000|Other automobile ancillaries|1985|NA|SAMKRG
209461|SAMPADA CHEMICALS LTD.|020101020354|Parijat Group|0101040401000000|Wholesale trading|1983|NA|ZSAMPACH
209487|SAMPARK TRADING & FINANCE LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|ZSAMPKTR
209539|SAMPRE NUTRITIONS LTD.|020102000000|Private (Indian)|0101011101700100|Cocoa products & confectionery|1991|NA|SAMPRE
209579|SAMRAT ASHOKA EXPORTS LTD.|020102000000|Private (Indian)|0101011520000000|Readymade garments|1994|NA|SAMRAT ASHOK
209583|SAMRAT BICYCLES LTD.|020102000000|Private (Indian)|0101014590000000|Other transport equipment & ancillaries|1983|NA|NA
209601|SAMRAT FORGINGS LTD.|020102000000|Private (Indian)|0101013501150000|Castings & forgings|1981|NA|SAMRATFORG
209606|SAMRAT HOUSING & LEASING LTD.|020102000000|Private (Indian)|0101041510000000|Business services & consultancy|1985|NA|SAMRAT HSG.
209620|SAMRAT PHARMACHEM LTD.|020102000000|Private (Indian)|0101012030000000|Drugs & pharmaceuticals|1992|NA|SAMRATPH
209635|SAMRAT SPINNERS LTD.|020102000000|Private (Indian)|0101011510000000|Man-made filaments & fibres|1981|NA|SAMSPIN
209801|SAMTEL INDIA LTD.|020101020412|Samtel Group|0102040000000000|Other fund based financial services|1981|SAMTELTD|SAMTELIN
209802|SAMTEL COLOR LTD.|020101020412|Samtel Group|0101014010900000|Other electronics|1986|SAMTEL|SAMTEL
209803|SAMTEL ELECTRON DEVICES LTD. [MERGED]|020101020412|Samtel Group|0101016000000000|Diversified manufacturing|1972|SAMELECDEV|SAMTEL ELECT
209807|SAMTEX FASHIONS LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1993|NA|SAMTEX
209925|SAN ENGINEERING & LOCOMOTIVE CO. LTD.|020102000000|Private (Indian)|0101014590000000|Other transport equipment & ancillaries|1973|NA|SAN ENGG.
209934|SANGUINE MEDIA LTD.|020102000000|Private (Indian)|0101041590000000|Other miscellaneous services|1995|NA|SANGUI
210008|SANATHANA DHARMA GURUKULAM LTD.|020102000000|Private (Indian)|NA|NA|1985|NA|NA
210033|SANCHAY FINVEST LTD.|020102000000|Private (Indian)|0102050100000000|Securities broking|1991|NA|SANCF
210094|SANCHNA TRADING & FINANCE LTD.|020101020436|Siyaram Poddar Group|0102040000000000|Other fund based financial services|1985|NA|ZSANCHTR
210105|SANCO INDUSTRIES LTD.|020102000000|Private (Indian)|0101014005010000|Wires & cables|1989|SANCO|NA
210108|SANCO TRANS LTD.|020102000000|Private (Indian)|0101040509000000|Transport logistics services|1979|NA|SANCTRN
210126|SAND PLAST (INDIA) LTD.|020102000000|Private (Indian)|0101013010000000|Refractories|1989|NA|SANDPLAST
210175|SANDEEP INDUSTRIES LTD.|020101030938|Sarigam Group|0101013501100000|Steel|1987|NA|SANDEEP IND.
210245|SANDEEP STEELS LTD. [MERGED]|020101030938|Sarigam Group|0101040401000000|Wholesale trading|1984|NA|SANDEEP STL.
210249|SANDEEP TEXSPIN LTD.|020102000000|Private (Indian)|0101011501000000|Cotton & blended yarn|1989|NA|KARSPIN
210268|SANDERSON INDUSTRIES LTD.|020102000000|Private (Indian)|0101011101200000|Vegetable oils & products|1985|SANDERIND|SANDERSON
210277|SANDESH LTD.|020102000000|Private (Indian)|0101015005000000|Media-print|1943|SANDESH|SANDESH
210290|SANDHAR TECHNOLOGIES LTD.|020102000000|Private (Indian)|0101014502059000|Other automobile ancillaries|1987|SANDHAR|SANDHAR
210376|SANDOZ (INDIA) LTD. [MERGED]|020202000000|Private (Foreign)|0101012030000000|Drugs & pharmaceuticals|1995|SANDOZ|SANDOZ INDIA
210394|SANDU PHARMACEUTICALS LTD.|020102000000|Private (Indian)|0101040401000000|Wholesale trading|1985|NA|SANDUPHQ
210402|SANDUR LAMINATES LTD.|020101030934|Sandur Manganese Group|0101014010900000|Other electronics|1992|NA|SANDURL
210403|SANDUR MANGANESE & IRON ORES LTD.|020101030934|Sandur Manganese Group|0110000000000000|Diversified|1954|NA|SANDUMA
210409|SANDVIK ASIA PVT. LTD.|020202000000|Private (Foreign)|0101014001150000|Machine tools|1960|SANDVIKAS|SANDVIK ASIA
210440|SANG FROID LABS (INDIA) LTD.|020102000000|Private (Indian)|0102040000000000|Other fund based financial services|1994|NA|SANGFROID
210444|SANGAL PAPERS LTD.|020102000000|Private (Indian)|0101015001050000|Paper & newsprint|1980|NA|SANPA
210445|SANGAM (INDIA) LTD.|020101030937|Sangam (R.P.Soni) Group|0101011505000000|Cloth|1984|SANGAMIND|SANGAMIND
210449|SANGAM ALUMINIUM LTD.|020102000000|Private (Indian)|0110000000000000|Diversified|1988|NA|SNGMALM
210467|SANGAM EXPORTS LTD.|020102000000|Private (Indian)|NA|NA|1985|NA|SANGAM EXP.
